24h_volume_usd,available_supply,id,last_updated,market_cap_usd,max_supply,name,percent_change_1h,percent_change_24h,percent_change_7d,price_btc,price_usd,rank,symbol,total_supply,timestamp
2280720000,38739144847,ripple,1515374340,126979556371,100000000000.0,Ripple,-1.74,3.93,43.99,0.00020505,3.27781,2,XRP,99993093880,2018-01-08 09:19:00
6105000000,96838770,ethereum,1515374349,118297272738,,Ethereum,3.89,16.21,61.71,0.0764174,1221.59,3,ETH,96838770,2018-01-08 09:19:09
1420560000,16899375,bitcoin-cash,1515374352,46904046319,21000000.0,Bitcoin Cash,-0.13,-0.51,10.15,0.173623,2775.49,4,BCH,16899375,2018-01-08 09:19:12
225976000,25927070538,cardano,1515374354,25052291178,45000000000.0,Cardano,-2.51,-5.37,34.71,6.045e-05,0.96626,5,ADA,31112483745,2018-01-08 09:19:14
1041270000,54660233,litecoin,1515374341,15661577964,84000000.0,Litecoin,-0.42,-4.16,24.24,0.0179238,286.526,6,LTC,54660233,2018-01-08 09:19:01
123944000,8999999999,nem,1515374343,15605999998,,NEM,-3.81,5.92,66.32,0.00010847,1.734,7,XEM,8999999999,2018-01-08 09:19:03
1765890000,65748192475,tron,1515374353,12216145658,,TRON,-7.29,5.39,312.08,1.162e-05,0.185802,8,TRX,100000000000,2018-01-08 09:19:13
339379000,17877859908,stellar,1515374343,12110801981,,Stellar,-1.5,-4.87,72.26,4.238e-05,0.677419,9,XLM,103570548975,2018-01-08 09:19:03
254556000,2779530283,iota,1515374350,11374227052,2779530283.0,IOTA,-0.05,3.1,14.51,0.00025599,4.09214,10,MIOTA,2779530283,2018-01-08 09:19:10
229278000,7804727,dash,1515374341,10148018775,18900000.0,Dash,0.67,1.33,23.6,0.0813373,1300.24,11,DASH,7804727,2018-01-08 09:19:01
664498000,589007520,eos,1515374351,7272358053,1000000000.0,EOS,-1.25,-2.67,41.12,0.00077236,12.3468,12,EOS,900000000,2018-01-08 09:19:11
225613000,15575788,monero,1515374342,7149691652,,Monero,0.2,-1.61,32.04,0.0287147,459.026,13,XMR,15575788,2018-01-08 09:19:02
198439000,65000000,neo,1515374347,6568835000,,NEO,-0.96,0.07,34.03,0.00632181,101.059,14,NEO,100000000,2018-01-08 09:19:07
1368840000,73791304,qtum,1515374350,6481547736,,Qtum,0.36,-7.27,42.45,0.00549464,87.8362,15,QTUM,100291304,2018-01-08 09:19:10
194114000,16751061,bitcoin-gold,1515374355,4979453921,21000000.0,Bitcoin Gold,-2.06,-0.5,12.41,0.0185954,297.262,16,BTG,16851061,2018-01-08 09:19:15
510780000,98954297,ethereum-classic,1515374347,4362400183,,Ethereum Classic,5.0,13.07,45.1,0.00275776,44.085,17,ETC,98954297,2018-01-08 09:19:07
289410000,378545005,icon,1515374355,3756847189,,ICON,1.29,25.96,85.0,0.00062083,9.92444,18,ICX,400230000,2018-01-08 09:19:15
203465000,116767512,lisk,1515374346,3751401535,,Lisk,-3.93,0.22,58.03,0.00200973,32.1271,19,LSK,116767512,2018-01-08 09:19:06
49214000,133248289,raiblocks,1515374349,3464189023,133248290.0,RaiBlocks,-3.2,-8.56,19.34,0.00162632,25.998,20,XRB,133248289,2018-01-08 09:19:09
15618200000,16788625,bitcoin,1515374660,271984119312,21000000.0,Bitcoin,-1.53,-6.73,15.86,1.0,16200.5,1,BTC,16788625,2018-01-08 09:24:20
2281110000,38739144847,ripple,1515374641,127093449457,100000000000.0,Ripple,-1.45,3.96,44.12,0.00020434,3.28075,2,XRP,99993093880,2018-01-08 09:24:01
6151380000,96838770,ethereum,1515374650,118836664685,,Ethereum,3.93,16.67,62.37,0.0764332,1227.16,3,ETH,96838770,2018-01-08 09:24:10
1417520000,16899375,bitcoin-cash,1515374652,46539188813,21000000.0,Bitcoin Cash,-0.76,-1.27,9.3,0.171526,2753.9,4,BCH,16899375,2018-01-08 09:24:12
226797000,25927070538,cardano,1515374654,25196704961,45000000000.0,Cardano,-1.81,-4.84,35.52,6.053e-05,0.97183,5,ADA,31112483745,2018-01-08 09:24:14
1044530000,54660233,litecoin,1515374641,15697927019,84000000.0,Litecoin,-0.26,-3.93,24.5,0.0178876,287.191,6,LTC,54660233,2018-01-08 09:24:01
124346000,8999999999,nem,1515374644,15657029998,,NEM,-3.01,6.33,66.78,0.00010836,1.73967,7,XEM,8999999999,2018-01-08 09:24:04
1768160000,65748192475,tron,1515374654,12215882666,,TRON,-6.85,5.32,311.69,1.157e-05,0.185798,8,TRX,100000000000,2018-01-08 09:24:14
340205000,17877859908,stellar,1515374643,12118614606,,Stellar,-1.17,-4.91,72.06,4.222e-05,0.677856,9,XLM,103570548975,2018-01-08 09:24:03
254786000,2779530283,iota,1515374651,11390932029,2779530283.0,IOTA,-0.43,3.24,14.66,0.00025525,4.09815,10,MIOTA,2779530283,2018-01-08 09:24:11
